Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Peak2 Shoulder,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
./Plots/12HH16HH/10-KevinRtR_chandensities/11-ShiftAIS/33-rerunHigherPeak2/right3/right3_50:50,32.1114848934621,3.499999999999801,34.19588999754467,1.0503390542140518,30,57.21034482756525,523.0594552937599,7.383022115991233,519.6043994714822,9.268269156507534,-48.54872378834697,51.33628293146657,-48.54872378834697,30,0,0
