Vm,na12.ina_ina,na12mut.ina_ina
-72.02364557637785,-1.4262774974596578e-09,-2.26894896913298e-10
-72.023301255568,-1.4264997549831772e-09,-2.2692854189969984e-10
-72.02295234271749,-1.4267260844446114e-09,-2.269628534508074e-10
-72.02259887737547,-1.4269564475810963e-09,-2.2699782509474428e-10
-72.02224089832691,-1.4271908069580861e-09,-2.270334504972804e-10
-72.02187844361151,-1.4274291259493401e-09,-2.2706972345875302e-10
-72.0215115505421,-1.4276713687173493e-09,-2.2710663791103886e-10
-72.02114025572256,-1.4279175001942059e-09,-2.271441879145777e-10
-72.0207645950653,-1.4281674860629169e-09,-2.271823676554506e-10
-72.02038460380824,-1.4284212927391442e-09,-2.272211714425102e-10
-72.0200003165313,-1.4286788873533797e-09,-2.2726059370456538e-10
-72.01961176717255,-1.4289402377335312e-09,-2.273006289876206e-10
-72.01921898904384,-1.4292053123879359e-09,-2.2734127195216978e-10
-72.01882201484604,-1.429474080488778e-09,-2.2738251737054356e-10
-72.0184208766839,-1.4297465118559058e-09,-2.2742436012431213e-10
-72.01801560608051,-1.4300225769410523e-09,-2.2746679520174135e-10
-72.01760623399129,-1.4303022468124378e-09,-2.2750981769530307e-10
-72.0171927908177,-1.4305854931397566e-09,-2.2755342279923897e-10
-72.01677530642056,-1.430872288179541e-09,-2.2759760580717724e-10
-72.01635381013298,-1.4311626047608883e-09,-2.2764236210980237e-10
-72.01592833077302,-1.4314564162715505e-09,-2.276876871925764e-10
-72.01549889665584,-1.431753696644374e-09,-2.277335766335122e-10
-72.01506553560579,-1.4320544203440892e-09,-2.2778002610099688e-10
-72.01462827496789,-1.4323585623544306e-09,-2.278270313516661e-10
-72.01418714161923,-1.4326660981655942e-09,-2.278745882283272e-10
-72.01374216197995,-1.432977003762013e-09,-2.2792269265793147e-10
-72.01329336202392,-1.4332912556104502e-09,-2.2797134064959412e-10
-72.01284076728918,-1.4336088306484003e-09,-2.280205282926608e-10
-72.01238440288812,-1.433929706272793e-09,-2.2807025175482184e-10
-72.0119242935173,-1.4342538603289864e-09,-2.2812050728027035e-10
-72.01146046346707,-1.4345812711000527e-09,-2.28171291187906e-10
-72.01099293663098,-1.4349119172963435e-09,-2.2822259986958266e-10
-72.0105217365148,-1.4352457780453207e-09,-2.2827442978839814e-10
-72.01004688624545,-1.4355828328816653e-09,-2.283267774770267e-10
-72.00956840857958,-1.4359230617376378e-09,-2.283796395360929e-10
-72.00908632591202,-1.436266444933694e-09,-2.284330126325854e-10
-72.00860066028392,-1.43661296316935e-09,-2.2848689349830993e-10
-72.0081114333907,-1.4369625975142827e-09,-2.2854127892838217e-10
-72.00761866658982,-1.4373153293996718e-09,-2.2859616577975775e-10
-72.00712238090837,-1.437671140609764e-09,-2.2865155096979873e-10
-72.00662259705034,-1.4380300132736604e-09,-2.2870743147487682e-10
-72.00611933540382,-1.4383919298573243e-09,-2.287638043290116e-10
-72.00561261604797,-1.4387568731557956e-09,-2.2882066662254394e-10
-72.00510245875977,-1.439124826285612e-09,-2.288780155008422e-10
-72.00458888302069,-1.439495772677431e-09,-2.2893584816304171e-10
-72.00407190802306,-1.4398696960688438e-09,-2.2899416186081643e-10
-72.00355155267641,-1.4402465804973807e-09,-2.2905295389718157e-10
-72.00302783561352,-1.4406264102937001e-09,-2.2911222162532733e-10
-72.0025007751964,-1.4410091700749566e-09,-2.29171962447482e-10
-72.00197038952207,-1.4413948447383416e-09,-2.292321738138039e-10
-72.00143669642826,-1.441783419454796e-09,-2.2929285322130264e-10
-72.00089971349882,-1.4421748796628852e-09,-2.2935399821278697e-10
-72.00035945806918,-1.4425692110628393e-09,-2.2941560637583942e-10
-71.99981594723151,-1.4429663996107418e-09,-2.2947767534181887e-10
-71.99926919783985,-1.4433664315128771e-09,-2.295402027848867e-10
-71.99871922651505,-1.4437692932202193e-09,-2.2960318642105846e-10
-71.99816604964961,-1.4441749714230728e-09,-2.2966662400728067e-10
-71.99760968341246,-1.4445834530458429e-09,-2.2973051334053001e-10
-71.99705014375346,-1.444994725241947e-09,-2.2979485225693636e-10
-71.99648744640793,-1.4454087753888565e-09,-2.298596386309278e-10
-71.99592160690104,-1.4458255910832701e-09,-2.2992487037439743e-10
-71.99535264055206,-1.4462451601364066e-09,-2.2999054543589223e-10
-71.99478056247851,-1.4466674705694204e-09,-2.3005666179982098e-10
-71.9942053876002,-1.4470925106089369e-09,-2.3012321748568395e-10
-71.99362713064325,-1.4475202686827016e-09,-2.3019021054732123e-10
-71.99304580614383,-1.4479507334153374e-09,-2.3025763907218053e-10
-71.99246142845205,-1.448383893624216e-09,-2.3032550118060346e-10
-71.99187401173555,-1.4488197383154287e-09,-2.3039379502512935e-10
-71.99128356998312,-1.4492582566798605e-09,-2.3046251878981763e-10
-71.99069011700819,-1.44969943808937e-09,-2.3053167068958638e-10
-71.9900936664522,-1.4501432720930525e-09,-2.3060124896956808e-10
-71.989494231788,-1.4505897484136154e-09,-2.3067125190448151e-10
-71.98889182632304,-1.4510388569438266e-09,-2.3074167779801896e-10
-71.98828646320258,-1.4514905877430626e-09,-2.3081252498224915e-10
-71.98767815541278,-1.451944931033943e-09,-2.3088379181703514e-10
-71.98706691578369,-1.4524018771990392e-09,-2.3095547668946607e-10
-71.98645275699224,-1.4528614167776784e-09,-2.3102757801330418e-10
-71.9858356915651,-1.4533235404628143e-09,-2.3110009422844417e-10
-71.98521573188154,-1.4537882390979856e-09,-2.311730238003872e-10
-71.9845928901761,-1.4542555036743387e-09,-2.3124636521972667e-10
-71.98396717854135,-1.4547253253277335e-09,-2.3132011700164763e-10
-71.98333860893047,-1.455197695335913e-09,-2.3139427768543822e-10
-71.98270719315984,-1.455672605115744e-09,-2.3146884583401248e-10
-71.98207294291151,-1.456150046220524e-09,-2.3154382003344518e-10
-71.98143586973569,-1.456630010337357e-09,-2.3161919889251848e-10
-71.98079598505312,-1.457112489284586e-09,-2.3169498104227907e-10
-71.98015330015738,-1.4575974750092928e-09,-2.3177116513560542e-10
-71.97950782621723,-1.4580849595848556e-09,-2.318477498467871e-10
-71.9788595742788,-1.4585749352085629e-09,-2.3192473387111194e-10
-71.9782085552678,-1.4590673941992882e-09,-2.320021159244657e-10
-71.97755477999162,-1.4595623289952158e-09,-2.3207989474293864e-10
-71.97689825914146,-1.4600597321516238e-09,-2.3215806908244387e-10
-71.97623900329435,-1.460559596338713e-09,-2.3223663771834268e-10
-71.97557702291512,-1.4610619143394966e-09,-2.323155994450804e-10
-71.97491232835841,-1.4615666790477286e-09,-2.3239495307582966e-10
-71.97424492987054,-1.4620738834658866e-09,-2.3247469744214248e-10
-71.97357483759136,-1.4625835207032014e-09,-2.3255483139361053e-10
-71.97290206155614,-1.4630955839737269e-09,-2.326353537975333e-10
-71.9722266116973,-1.4636100665944602e-09,-2.3271626353859383e-10
-71.97154849784619,-1.4641269619835004e-09,-2.3279755951854195e-10
-71.97086772973478,-1.464646263658252e-09,-2.3287924065588516e-10
-71.97018431699739,-1.4651679652336675e-09,-2.329613058855862e-10
-71.96949826917225,-1.4656920604205297e-09,-2.330437541587673e-10
-71.96880959570316,-1.466218543023774e-09,-2.3312658444242183e-10
-71.96811830594106,-1.466747406940846e-09,-2.3320979571913245e-10
-71.96742440914556,-1.4672786461600985e-09,-2.3329338698679535e-10
-71.96672791448644,-1.4678122547592215e-09,-2.333773572583497e-10
-71.96602883104512,-1.4683482269037072e-09,-2.33461705561516e-10
-71.96532716781617,-1.4688865568453516e-09,-2.3354643093853655e-10
-71.96462293370861,-1.4694272389207844e-09,-2.336315324459249e-10
-71.96391613754741,-1.4699702675500362e-09,-2.33717009154219e-10
-71.9632067880748,-1.4705156372351298e-09,-2.338028601477408e-10
-71.96249489395159,-1.4710633425587115e-09,-2.3388908452435984e-10
-71.96178046375849,-1.4716133781827018e-09,-2.3397568139526364e-10
-71.9610635059974,-1.4721657388469825e-09,-2.340626498847318e-10
-71.96034402909264,-1.4727204193681069e-09,-2.3414998912991603e-10
-71.9596220413922,-1.4732774146380436e-09,-2.342376982806239e-10
-71.9588975511689,-1.473836719622938e-09,-2.3432577649910744e-10
-71.95817056662167,-1.4743983293619083e-09,-2.344142229598579e-10
-71.95744109587659,-1.4749622389658601e-09,-2.3450303684940203e-10
-71.95670914698806,-1.4755284436163328e-09,-2.345922173661049e-10
-71.95597472793997,-1.4760969385643614e-09,-2.346817637199764e-10
-71.95523784664672,-1.47666771912937e-09,-2.3477167513248096e-10
-71.95449851095434,-1.4772407806980835e-09,-2.348619508363525e-10
-71.9537567286415,-1.4778161187234596e-09,-2.349525900754126e-10
-71.95301250742052,-1.4783937287236512e-09,-2.350435921043917e-10
-71.95226585493849,-1.4789736062809793e-09,-2.3513495618875583e-10
-71.95151677877813,-1.4795557470409354e-09,-2.3522668160453514e-10
-71.95076528645883,-1.4801401467111957e-09,-2.353187676381572e-10
-71.9500113854376,-1.4807268010606636e-09,-2.354112135862825e-10
-71.94925508310997,-1.481315705918525e-09,-2.3550401875564484e-10
-71.94849638681096,-1.4819068571733261e-09,-2.3559718246289294e-10
-71.94773530381595,-1.4825002507720683e-09,-2.3569070403443717e-10
-71.94697184134154,-1.4830958827193158e-09,-2.3578458280629845e-10
-71.94620600654646,-1.4836937490763321e-09,-2.3587881812396004e-10
-71.94543780653245,-1.4842938459602224e-09,-2.3597340934222283e-10
-71.944667248345,-1.484896169543097e-09,-2.360683558250622e-10
-71.94389433897425,-1.4855007160512527e-09,-2.3616365694549017e-10
-71.94311908535578,-1.4861074817643672e-09,-2.362593120854172e-10
-71.94234149437138,-1.4867164630147068e-09,-2.3635532063551923e-10
-71.94156157284984,-1.4873276561863566e-09,-2.364516819951059e-10
-71.94077932756774,-1.487941057714458e-09,-2.365483955719915e-10
-71.93999476525018,-1.4885566640844651e-09,-2.3664546078236903e-10
-71.93920789257147,-1.4891744718314101e-09,-2.367428770506858e-10
-71.93841871615595,-1.489794477539189e-09,-2.368406438095222e-10
-71.93762724257861,-1.4904166778398555e-09,-2.369387604994724e-10
-71.93683347836588,-1.491041069412932e-09,-2.370372265690268e-10
-71.9360374299962,-1.4916676489847261e-09,-2.3713604147445783e-10
-71.93523910390081,-1.4922964133276711e-09,-2.3723520467970697e-10
-71.93443850646436,-1.4929273592596657e-09,-2.3733471565627415e-10
-71.93363564402553,-1.4935604836434374e-09,-2.374345738831092e-10
-71.93283052287772,-1.4941957833859095e-09,-2.3753477884650517e-10
-71.93202314926971,-1.4948332554375827e-09,-2.376353300399947e-10
-71.93121352940616,-1.4954728967919259e-09,-2.3773622696424587e-10
-71.93040166944836,-1.4961147044847822e-09,-2.378374691269625e-10
-71.9295875755147,-1.49675867559378e-09,-2.3793905604278466e-10
-71.92877125368136,-1.4974048072377583e-09,-2.380409872331921e-10
-71.92795270998285,-1.4980530965762008e-09,-2.3814326222640797e-10
-71.92713195041253,-1.4987035408086787e-09,-2.382458805573058e-10
-71.92630898092325,-1.4993561371743064e-09,-2.38348841767317e-10
-71.92548380742787,-1.5000108829512051e-09,-2.384521454043409e-10
-71.92465643579975,-1.5006677754559739e-09,-2.3855579102265555e-10
-71.92382687187337,-1.5013268120431728e-09,-2.3865977818283054e-10
-71.9229951214448,-1.5019879901048125e-09,-2.3876410645164143e-10
-71.92216119027219,-1.5026513070698541e-09,-2.3886877540198527e-10
-71.92132508407636,-1.5033167604037193e-09,-2.3897378461279816e-10
-71.9204868085412,-1.5039843476078025e-09,-2.3907913366897353e-10
-71.91964636931424,-1.5046540662189974e-09,-2.3918482216128254e-10
-71.91880377200705,-1.505325913809232e-09,-2.3929084968629513e-10
-71.91795902219583,-1.5059998879850047e-09,-2.393972158463034e-10
-71.91711212542175,-1.5066759863869356e-09,-2.3950392024924486e-10
-71.91626308719151,-1.507354206689321e-09,-2.3961096250862864e-10
-71.9154119129777,-1.5080345465996944e-09,-2.3971834224346145e-10
-71.91455860821935,-1.5087170038584e-09,-2.3982605907817593e-10
-71.91370317832228,-1.509401576238167e-09,-2.399341126425592e-10
-71.91284562865954,-1.5100882615436944e-09,-2.4004250257168343e-10
-71.91198596457191,-1.510777057611244e-09,-2.4015122850583744e-10
-71.91112419136822,-1.511467962308234e-09,-2.402602900904588e-10
-71.91026031432581,-1.512160973532847e-09,-2.4036968697606744e-10
-71.90939433869093,-1.512856089213638e-09,-2.404794188182009e-10
-71.90852626967916,-1.5135533073091505e-09,-2.4058948527734965e-10
-71.90765611247575,-1.5142526258075428e-09,-2.40699886018894e-10
-71.90678387223602,-1.5149540427262095e-09,-2.40810620713042e-10
-71.9059095540858,-1.5156575561114256e-09,-2.4092168903476833e-10
-71.90503316312171,-1.5163631640379797e-09,-2.41033090663754e-10
-71.90415470441161,-1.5170708646088218e-09,-2.411448252843272e-10
-71.90327418299492,-1.5177806559547178e-09,-2.412568925854051e-10
-71.90239160388296,-1.5184925362339012e-09,-2.4136929226043657e-10
-71.90150697205935,-1.5192065036317393e-09,-2.4148202400734537e-10
-71.90062029248034,-1.5199225563604023e-09,-2.4159508752847534e-10
-71.89973157007512,-1.5206406926585295e-09,-2.417084825305348e-10
-71.8988408097462,-1.5213609107909143e-09,-2.4182220872454325e-10
-71.89794801636974,-1.5220832090481825e-09,-2.419362658257784e-10
-71.89705319479582,-1.5228075857464804e-09,-2.4205065355372384e-10
-71.89615634984881,-1.5235340392271664e-09,-2.421653716320177e-10
-71.89525748632768,-1.524262567856512e-09,-2.4228041978840195e-10
-71.89435660900632,-1.5249931700253973e-09,-2.4239579775467315e-10
-71.89345372263382,-1.5257258441490223e-09,-2.4251150526663263e-10
-71.8925488319348,-1.5264605886666132e-09,-2.426275420640388e-10
-71.89164194160968,-1.5271974020411398e-09,-2.427439078905592e-10
-71.890733056335,-1.5279362827590328e-09,-2.428606024937238e-10
-71.88982218076369,-1.5286772293299072e-09,-2.42977625624879e-10
-71.88890931952538,-1.5294202402862902e-09,-2.4309497703914204e-10
-71.88799447722666,-1.5301653141833527e-09,-2.4321265649535593e-10
-71.88707765845133,-1.5309124495986412e-09,-2.4333066375604593e-10
-71.88615886776077,-1.531661645131823e-09,-2.4344899858737596e-10
-71.88523810969409,-1.5324128994044227e-09,-2.435676607591054e-10
-71.88431538876847,-1.5331662110595727e-09,-2.4368665004454707e-10
-71.8833907094794,-1.5339215787617607e-09,-2.4380596622052585e-10
-71.88246407630095,-1.5346790011965867e-09,-2.439256090673376e-10
-71.88153549368599,-1.5354384770705172e-09,-2.440455783687091e-10
-71.88060496606646,-1.5362000051106475e-09,-2.4416587391175754e-10
-71.87967249785366,-1.5369635840644676e-09,-2.4428649548695217e-10
-71.87873809343841,-1.5377292126996266e-09,-2.4440744288807506e-10
-71.87780175719136,-1.5384968898037045e-09,-2.4452871591218324e-10
-71.87686349346318,-1.539266614183988e-09,-2.446503143595714e-10
-71.87592330658481,-1.5400383846672477e-09,-2.4477223803373453e-10
-71.87498120086772,-1.5408122000995159e-09,-2.4489448674133176e-10
-71.87403718060408,-1.541588059345872e-09,-2.4501706029214994e-10
-71.873091250067,-1.5423659612902302e-09,-2.4513995849906865e-10
-71.87214341351083,-1.5431459048351277e-09,-2.452631811780254e-10
-71.87119367517121,-1.5439278889015161e-09,-2.453867281479805e-10
-71.87024203926546,-1.544711912428559e-09,-2.4551059923088333e-10
-71.86928850999269,-1.5454979743734265e-09,-2.4563479425163974e-10
-71.868333091534,-1.5462860737111031e-09,-2.457593130380777e-10
-71.86737578805275,-1.5470762094341823e-09,-2.4588415542091544e-10
-71.86641660369473,-1.5478683805526821e-09,-2.4600932123372947e-10
-71.86545554258835,-1.5486625860938468e-09,-2.461348103129225e-10
-71.86449260884484,-1.5494588251019622e-09,-2.462606224976922e-10
-71.86352780655847,-1.550257096638168e-09,-2.4638675763000063e-10
-71.86256113980669,-1.5510573997802756e-09,-2.4651321555454396e-10
-71.86159261265037,-1.5518597336225871e-09,-2.4663999611872194e-10
-71.86062222913395,-1.5526640972757156e-09,-2.4676709917260915e-10
-71.85964999328566,-1.5534704898664123e-09,-2.468945245689249e-10
-71.85867590911766,-1.5542789105373897e-09,-2.4702227216300546e-10
-71.85769998062626,-1.555089358447151e-09,-2.471503418127745e-10
-71.85672221179206,-1.5559018327698222e-09,-2.4727873337871643e-10
-71.85574260658014,-1.5567163326949827e-09,-2.4740744672384757e-10
-71.85476116894023,-1.5575328574275043e-09,-2.475364817136897e-10
-71.85377790280688,-1.5583514061873841e-09,-2.476658382162424e-10
-71.85279281209962,-1.559171978209588e-09,-2.4779551610195765e-10
-71.85180590072314,-1.5599945727438919e-09,-2.479255152437124e-10
-71.85081717256743,-1.5608191890547244e-09,-2.480558355167839e-10
-71.84982663150798,-1.5616458264210117e-09,-2.481864767988233e-10
-71.84883428140589,-1.5624744841360292e-09,-2.483174389698305e-10
-71.84784012610803,-1.5633051615072482e-09,-2.4844872191212993e-10
-71.84684416944724,-1.5641378578561868e-09,-2.4858032551034555e-10
-71.84584641524243,-1.5649725725182675e-09,-2.487122496513771e-10
-71.84484686729878,-1.5658093048426687e-09,-2.4884449422437555e-10
-71.84384552940783,-1.5666480541921858e-09,-2.4897705912072033e-10
-71.84284240534765,-1.5674888199430873e-09,-2.4910994423399544e-10
-71.84183749888302,-1.568331601484978e-09,-2.492431494599668e-10
-71.84083081376552,-1.5691763982206605e-09,-2.493766746965595e-10
-71.83982235373368,-1.5700232095660004e-09,-2.495105198438352e-10
-71.83881212251316,-1.570872034949793e-09,-2.496446848039708e-10
-71.83780012381682,-1.57172287381363e-09,-2.497791694812358e-10
-71.83678636134489,-1.5725757256117712e-09,-2.4991397378197054e-10
-71.83577083878514,-1.5734305898110142e-09,-2.500490976145667e-10
-71.83475355981292,-1.5742874658905672e-09,-2.5018454088944376e-10
-71.8337345280914,-1.5751463533419248e-09,-2.5032030351903045e-10
-71.83271374727155,-1.5760072516687403e-09,-2.5045638541774333e-10
-71.83169122099245,-1.57687016038671e-09,-2.5059278650196644e-10
-71.83066695288127,-1.577735079023448e-09,-2.5072950669003203e-10
-71.82964094655344,-1.5786020071183662e-09,-2.5086654590219995e-10
-71.82861320561275,-1.579470944222557e-09,-2.5100390406063905e-10
-71.82758373365155,-1.5803418898986802e-09,-2.511415810894078e-10
-71.82655253425077,-1.5812148437208445e-09,-2.5127957691443493e-10
-71.82551961098007,-1.5820898052744934e-09,-2.514178914635005e-10
-71.82448496739796,-1.582966774156295e-09,-2.5155652466621834e-10
-71.82344860705193,-1.583845749974032e-09,-2.516954764540172e-10
-71.82241053347853,-1.5847267323464881e-09,-2.5183474676012236e-10
-71.8213707502035,-1.585609720903346e-09,-2.5197433551953863e-10
-71.82032926074186,-1.5864947152850752e-09,-2.521142426690321e-10
-71.81928606859803,-1.5873817151428277e-09,-2.5225446814711263e-10
-71.81824117726596,-1.5882707201383367e-09,-2.523950118940175e-10
-71.81719459022918,-1.5891617299438098e-09,-2.5253587385169357e-10
-71.81614631096095,-1.5900547442418288e-09,-2.526770539637809e-10
-71.81509634292432,-1.5909497627252515e-09,-2.52818552175596e-10
-71.8140446895723,-1.5918467850971084e-09,-2.5296036843411584e-10
