Vm,na12.ina_ina,na12mut.ina_ina
-71.967424479864,-1.4672785910972752e-09,-1.0017370450807135e-10
-71.9667279853807,-1.4678121995343906e-09,-1.002092728979495e-10
-71.96602890211514,-1.468348171516769e-09,-1.0024500485942738e-10
-71.96532723906185,-1.4688865012962028e-09,-1.0028089995423554e-10
-71.96462300512988,-1.4694271832093198e-09,-1.0031695775072302e-10
-71.96391620914419,-1.469970211676147e-09,-1.0035317782374e-10
-71.96320685984699,-1.4705155811987073e-09,-1.003895597545237e-10
-71.96249496589911,-1.4710632863596437e-09,-1.0042610313058641e-10
-71.96178053588127,-1.4716133218208745e-09,-1.0046280754560606e-10
-71.96106357829537,-1.4721656823222805e-09,-1.004996725993194e-10
-71.96034410156572,-1.472720362680414e-09,-1.0053669789741737e-10
-71.95962211404033,-1.4732773577872388e-09,-1.0057388305144274e-10
-71.95889762399202,-1.4738366626088997e-09,-1.0061122767869008e-10
-71.95817063961968,-1.4743982721845128e-09,-1.0064873140210791e-10
-71.95744116904943,-1.4749621816249827e-09,-1.0068639385020282e-10
-71.95670922033568,-1.4755283861118448e-09,-1.0072421465694587e-10
-71.9559748014623,-1.4760968808961336e-09,-1.0076219346168068e-10
-71.95523792034372,-1.4766676612972706e-09,-1.0080032990903391e-10
-71.95449858482593,-1.4772407227019779e-09,-1.0083862364882744e-10
-71.95375680268761,-1.4778160605632134e-09,-1.0087707433599211e-10
-71.95301258164112,-1.4783936703991272e-09,-1.0091568163048395e-10
-71.95226592933352,-1.4789735477920378e-09,-1.0095444519720155e-10
-71.95151685334753,-1.4795556883874338e-09,-1.0099336470590551e-10
-71.95076536120256,-1.480140087892991e-09,-1.0103243983113953e-10
-71.9500114603556,-1.4807267420776112e-09,-1.010716702521529e-10
-71.94925515820219,-1.4813156467704787e-09,-1.0111105565282498e-10
-71.94849646207736,-1.4819067978601374e-09,-1.0115059572159108e-10
-71.94773537925647,-1.4825001912935866e-09,-1.0119029015136952e-10
-71.94697191695614,-1.4830958230753888e-09,-1.0123013863949082e-10
-71.94620608233512,-1.4836936892668055e-09,-1.0127014088762782e-10
-71.94543788249511,-1.4842937859849401e-09,-1.0131029660172752e-10
-71.94466732448163,-1.4848961094019023e-09,-1.0135060549194398e-10
-71.94389441528482,-1.4855006557439867e-09,-1.0139106727257297e-10
-71.94311916184023,-1.4861074212908667e-09,-1.0143168166198759e-10
-71.94234157102969,-1.4867164023748104e-09,-1.0147244838257542e-10
-71.94156164968197,-1.4873275953798995e-09,-1.0151336716067672e-10
-71.94077940457368,-1.4879409967412749e-09,-1.0155443772652391e-10
-71.93999484242987,-1.4885566029443873e-09,-1.0159565981418235e-10
-71.9392079699249,-1.4891744105242678e-09,-1.0163703316149214e-10
-71.93841879368308,-1.4897944160648112e-09,-1.0167855751001121e-10
-71.93762732027943,-1.49041661619807e-09,-1.0172023260495928e-10
-71.93683355624036,-1.491041007603563e-09,-1.0176205819516319e-10
-71.93603750804431,-1.4916675870075973e-09,-1.0180403403300292e-10
-71.93523918212253,-1.4922963511826036e-09,-1.0184615987435914e-10
-71.93443858485966,-1.4929272969464807e-09,-1.018884354785613e-10
-71.9336357225944,-1.4935604211619532e-09,-1.0193086060833692e-10
-71.93283060162015,-1.4941957207359432e-09,-1.0197343502976181e-10
-71.93202322818567,-1.4948331926189494e-09,-1.020161585122114e-10
-71.93121360849564,-1.4954728338044402e-09,-1.0205903082831237e-10
-71.93040174871133,-1.496114641328256e-09,-1.0210205175389621e-10
-71.92958765495118,-1.496758612268024e-09,-1.0214522106795252e-10
-71.92877133329132,-1.4974047437425806e-09,-1.0218853855258407e-10
-71.92795278976628,-1.4980530329114084e-09,-1.0223200399296218e-10
-71.92713203036942,-1.4987034769740776e-09,-1.0227561717728312e-10
-71.9263090610536,-1.499356073169701e-09,-1.0231937789672521e-10
-71.92548388773166,-1.500010818776398e-09,-1.0236328594540677e-10
-71.92465651627698,-1.5006677111107661e-09,-1.0240734112034486e-10
-71.92382695252405,-1.5013267475273634e-09,-1.024515432214146e-10
-71.92299520226891,-1.501987925418199e-09,-1.0249589205130934e-10
-71.92216127126974,-1.5026512422122337e-09,-1.0254038741550173e-10
-71.92132516524734,-1.5033166953748855e-09,-1.0258502912220502e-10
-71.92048688988561,-1.5039842824075477e-09,-1.0262981698233554e-10
-71.91964645083208,-1.5046540008471146e-09,-1.0267475080947534e-10
-71.91880385369832,-1.5053258482655103e-09,-1.027198304198361e-10
-71.91795910406054,-1.5059998222692341e-09,-1.0276505563222317e-10
-71.91711220745991,-1.5066759204989035e-09,-1.028104262680002e-10
-71.91626316940311,-1.5073541406288122e-09,-1.0285594215105492e-10
-71.91541199536277,-1.5080344803664937e-09,-1.0290160310776508e-10
-71.91455869077788,-1.5087169374522895e-09,-1.0294740896696479e-10
-71.91370326105428,-1.509401509658928e-09,-1.029933595599122e-10
-71.91284571156504,-1.5100881947911071e-09,-1.0303945472025676e-10
-71.9119860476509,-1.5107769906850855e-09,-1.0308569428400789e-10
-71.91112427462072,-1.511467895208282e-09,-1.0313207808950366e-10
-71.91026039775183,-1.5121609062588763e-09,-1.0317860597738016e-10
-71.9093944222905,-1.5128560217654222e-09,-1.0322527779054122e-10
-71.90852635345229,-1.513553239686462e-09,-1.0327209337412915e-10
-71.90765619642245,-1.514252558010151e-09,-1.0331905257549519e-10
-71.90678395635632,-1.514953974753884e-09,-1.0336615524417116e-10
-71.90590963837971,-1.5156574879639337e-09,-1.0341340123184123e-10
-71.90503324758926,-1.516363095715089e-09,-1.0346079039231405e-10
-71.90415478905282,-1.5170707961102968e-09,-1.0350832258149573e-10
-71.9032742678098,-1.5177805872803206e-09,-1.0355599765736268e-10
-71.90239168887155,-1.5184924673833935e-09,-1.0360381547993567e-10
-71.90150705722166,-1.5192064346048834e-09,-1.0365177591125345e-10
-71.90062037781641,-1.5199224871569554e-09,-1.0369987881534765e-10
-71.89973165558497,-1.52064062327825e-09,-1.0374812405821706e-10
-71.89884089542987,-1.5213608412335571e-09,-1.0379651150780358e-10
-71.89794810222725,-1.5220831393135022e-09,-1.038450410339673e-10
-71.8970532808272,-1.5228075158342297e-09,-1.0389371250846296e-10
-71.89615643605408,-1.5235339691370977e-09,-1.0394252580491611e-10
-71.8952575727069,-1.5242624975883746e-09,-1.0399148079880009e-10
-71.89435669555951,-1.5249930995789416e-09,-1.0404057736741316e-10
-71.89345380936102,-1.5257257735239938e-09,-1.0408981538985585e-10
-71.89254891883603,-1.526460517862758e-09,-1.0413919474700912e-10
-71.89164202868498,-1.5271973310582028e-09,-1.0418871532151229e-10
-71.89073314358441,-1.5279362115967564e-09,-1.0423837699774173e-10
-71.88982226818726,-1.5286771579880328e-09,-1.0428817966178976e-10
-71.88890940712314,-1.5294201687645582e-09,-1.0433812320144377e-10
-71.88799456499865,-1.530165242481501e-09,-1.0438820750616583e-10
-71.88707774639761,-1.530912377716408e-09,-1.0443843246707228e-10
-71.88615895588136,-1.5316615730689429e-09,-1.0448879797691426e-10
-71.88523819798904,-1.5324128271606302e-09,-1.0453930393005778e-10
-71.88431547723783,-1.5331661386346006e-09,-1.0458995022246471e-10
-71.88339079812322,-1.53392150615534e-09,-1.0464073675167354e-10
-71.88246416511926,-1.5346789284084475e-09,-1.0469166341678099e-10
-71.88153558267884,-1.5354384041003876e-09,-1.047427301184232e-10
-71.88060505523391,-1.5361999319582565e-09,-1.0479393675875806e-10
-71.87967258719576,-1.536963510729539e-09,-1.0484528324144685e-10
-71.87873818295522,-1.5377291391818844e-09,-1.0489676947163682e-10
-71.87780184688292,-1.5384968161028718e-09,-1.0494839535594395e-10
-71.87686358332954,-1.5392665402997846e-09,-1.0500016080243575e-10
-71.87592339662604,-1.5400383105993934e-09,-1.050520657206143e-10
-71.87498129108386,-1.5408121258477284e-09,-1.051041100213998e-10
-71.87403727099519,-1.5415879849098692e-09,-1.0515629361711408e-10
-71.87309134063315,-1.5423658866697274e-09,-1.0520861642146445e-10
-71.87214350425205,-1.543145830029837e-09,-1.05261078349528e-10
-71.87119376608759,-1.5439278139111509e-09,-1.0531367931773562e-10
-71.87024213035704,-1.5447118372528292e-09,-1.053664192438568e-10
-71.86928860125953,-1.5454978990120434e-09,-1.054192980469842e-10
-71.86833318297616,-1.5462859981637736e-09,-1.054723156475188e-10
-71.8673758796703,-1.5470761337006147e-09,-1.05525471967155e-10
-71.86641669548774,-1.5478683046325812e-09,-1.0557876692886601e-10
-71.86545563455688,-1.5486625099869162e-09,-1.0563220045688957e-10
-71.86449270098896,-1.5494587488079034e-09,-1.0568577247671358e-10
-71.86352789887825,-1.5502570201566824e-09,-1.0573948291506232e-10
-71.86256123230218,-1.5510573231110615e-09,-1.0579333169988236e-10
-71.86159270532166,-1.5518596567653423e-09,-1.0584731876032928e-10
-71.86062232198111,-1.552664020230137e-09,-1.05901444026754e-10
-71.85965008630876,-1.553470412632194e-09,-1.0595570743068977e-10
-71.85867600231677,-1.554278833114226e-09,-1.0601010890483889e-10
-71.85770007400146,-1.555089280834733e-09,-1.0606464838306003e-10
-71.85672230534341,-1.5559017549678403e-09,-1.0611932580035539e-10
-71.85574270030772,-1.5567162547031259e-09,-1.0617414109285822e-10
-71.85476126284411,-1.5575327792454583e-09,-1.0622909419782049e-10
-71.85377799688715,-1.5583513278148358e-09,-1.0628418505360075e-10
-71.85279290635636,-1.5591718996462216e-09,-1.0633941359965194e-10
-71.85180599515643,-1.55999449398939e-09,-1.0639477977650964e-10
-71.85081726717735,-1.560819110108767e-09,-1.064502835257805e-10
-71.84982672629461,-1.5616457472832797e-09,-1.0650592479013042e-10
-71.8488343763693,-1.5624744048062008e-09,-1.0656170351327336e-10
-71.84784022124832,-1.5633050819850005e-09,-1.0661761963996007e-10
-71.84684426476448,-1.5641377781411957e-09,-1.0667367311596686e-10
-71.84584651073673,-1.5649724926102064e-09,-1.0672986388808487e-10
-71.84484696297021,-1.565809224741209e-09,-1.0678619190410909e-10
-71.84384562525648,-1.566647973896998e-09,-1.0684265711282779e-10
-71.84284250137361,-1.5674887394538405e-09,-1.0689925946401214e-10
-71.84183759508639,-1.56833152080134e-09,-1.0695599890840549e-10
-71.84083091014638,-1.569176317342296e-09,-1.0701287539771331e-10
-71.83982245029213,-1.5700231284925744e-09,-1.070698888845932e-10
-71.83881221924929,-1.5708719536809686e-09,-1.0712703932264474e-10
-71.83780022073073,-1.571722792349068e-09,-1.0718432666639977e-10
-71.83678645843668,-1.5725756439511307e-09,-1.0724175087131242e-10
-71.83577093605489,-1.573430507953953e-09,-1.0729931189374985e-10
-71.83475365726075,-1.5742873838367419e-09,-1.073570096909826e-10
-71.83373462571738,-1.5751462710909888e-09,-1.0741484422117508e-10
-71.83271384507582,-1.5760071692203471e-09,-1.0747281544337674e-10
-71.83169131897507,-1.5768700777405122e-09,-1.0753092331751249e-10
-71.83066705104235,-1.577734996179095e-09,-1.0758916780437414e-10
-71.8296410448931,-1.578601924075507e-09,-1.076475488656111e-10
-71.8286133041311,-1.5794708609808396e-09,-1.0770606646372192e-10
-71.82758383234868,-1.5803418064577487e-09,-1.0776472056204553e-10
-71.82655263312678,-1.5812147600803412e-09,-1.0782351112475255e-10
-71.82551971003508,-1.5820897214340612e-09,-1.0788243811683713e-10
-71.82448506663209,-1.5829666901155742e-09,-1.0794150150410832e-10
-71.82344870646529,-1.583845665732659e-09,-1.0800070125318195e-10
-71.82241063307121,-1.5847266479041019e-09,-1.0806003733147255e-10
-71.82137084997562,-1.5856096362595806e-09,-1.0811950970718529e-10
-71.82032936069355,-1.5864946304395637e-09,-1.0817911834930804e-10
-71.8192861687294,-1.587381630095202e-09,-1.0823886322760336e-10
-71.81824127757712,-1.5882706348882257e-09,-1.0829874431260107e-10
-71.81719469072024,-1.5891616444908438e-09,-1.0835876157559048e-10
-71.81614641163203,-1.5900546585856347e-09,-1.0841891498861275e-10
-71.81509644377556,-1.5909496768654528e-09,-1.0847920452445353e-10
-71.8140447906038,-1.59184669903333e-09,-1.0853963015663553e-10
-71.81299145555977,-1.5927457248023696e-09,-1.0860019185941132e-10
-71.81193644207657,-1.5936467538956571e-09,-1.086608896077561e-10
-71.81087975357752,-1.5945497860461608e-09,-1.0872172337736062e-10
