Vm,na12.ina_ina,na12mut.ina_ina
-71.99009372732756,-1.4501432254384023e-09,-1.0617095203417516e-10
-71.98949429283475,-1.4505897016069683e-09,-1.0620045232899404e-10
-71.98889188754102,-1.451038809985176e-09,-1.0623016443691838e-10
-71.98828652459163,-1.4514905406323997e-09,-1.0626008732396505e-10
-71.98767821697272,-1.4519448837712536e-09,-1.0629021997318513e-10
-71.98706697751439,-1.4524018297843085e-09,-1.0632056138436197e-10
-71.98645281889353,-1.4528613692108858e-09,-1.0635111057371418e-10
-71.98583575363683,-1.4533234927439392e-09,-1.0638186657360345e-10
-71.98521579412358,-1.4537881912270031e-09,-1.0641282843224748e-10
-71.98459295258829,-1.454255455651222e-09,-1.064439952134377e-10
-71.98396724112355,-1.4547252771524521e-09,-1.0647536599626185e-10
-71.98333867168255,-1.455197647008433e-09,-1.0650693987483155e-10
-71.98270725608164,-1.455672556636029e-09,-1.0653871595801421e-10
-71.9820730060029,-1.4561499975885365e-09,-1.0657069336917016e-10
-71.98143593299655,-1.4566299615530545e-09,-1.0660287124589392e-10
-71.9807960484833,-1.457112440347925e-09,-1.0663524873976054e-10
-71.98015336375677,-1.4575974259202275e-09,-1.0666782501607619e-10
-71.9795078899857,-1.4580849103433355e-09,-1.0670059925363318e-10
-71.97885963821622,-1.4585748858145372e-09,-1.0673357064446987e-10
-71.97820861937404,-1.4590673446527025e-09,-1.0676673839363437e-10
-71.97755484426658,-1.4595622792960152e-09,-1.0680010171895288e-10
-71.97689832358502,-1.4600596822997483e-09,-1.0683365985080225e-10
-71.97623906790639,-1.4605595463341014e-09,-1.0686741203188668e-10
-71.97557708769553,-1.461061864182084e-09,-1.0690135751701857e-10
-71.97491239330708,-1.4615666287374499e-09,-1.0693549557290362e-10
-71.97424499498736,-1.4620738330026737e-09,-1.069698254779296e-10
-71.97357490287622,-1.4625834700869823e-09,-1.0700434652195928e-10
-71.97290212700895,-1.463095533204429e-09,-1.0703905800612736e-10
-71.97222667731795,-1.4636100156720076e-09,-1.0707395924264077e-10
-71.97154856363458,-1.4641269109078149e-09,-1.0710904955458361e-10
-71.97086779569084,-1.464646212429253e-09,-1.0714432827572465e-10
-71.970184383121,-1.4651679138512725e-09,-1.0717979475032957e-10
-71.96949833546331,-1.465692008884654e-09,-1.0721544833297588e-10
-71.96880966216159,-1.466218491334331e-09,-1.0725128838837214e-10
-71.96811837256678,-1.4667473550977473e-09,-1.0728731429117994e-10
-71.96742447593847,-1.4672785941632524e-09,-1.0732352542583997e-10
-71.96672798144645,-1.4678122026085345e-09,-1.0735992118640067e-10
-71.96602889817217,-1.4683481745990838e-09,-1.0739650097635102e-10
-71.96532723511015,-1.4688865043866945e-09,-1.0743326420845586e-10
-71.96462300116946,-1.4694271863079938e-09,-1.0747021030459468e-10
-71.96391620517505,-1.4699702147830103e-09,-1.0750733869560347e-10
-71.96320685586915,-1.4705155843137646e-09,-1.0754464882111975e-10
-71.96249496191257,-1.4710632894829007e-09,-1.0758214012943038e-10
-71.96178053188603,-1.4716133249523383e-09,-1.0761981207732246e-10
-71.96106357429143,-1.4721656854619562e-09,-1.0765766412993701e-10
-71.96034409755309,-1.4727203658283072e-09,-1.0769569576062577e-10
-71.959622110019,-1.4732773609433568e-09,-1.077339064508103e-10
-71.958897619962,-1.4738366657732496e-09,-1.077722956898443e-10
-71.958170635581,-1.4743982753571001e-09,-1.078108629748781e-10
-71.95744116500207,-1.4749621848058137e-09,-1.0784960781072647e-10
-71.95670921627963,-1.4755283893009272e-09,-1.0788852970973835e-10
-71.95597479739759,-1.4760968840934737e-09,-1.0792762819166922e-10
-71.95523791627033,-1.4766676645028755e-09,-1.0796690278355642e-10
-71.95449858074387,-1.4772407259158546e-09,-1.080063530195963e-10
-71.9537567985969,-1.477816063785369e-09,-1.0804597844102406e-10
-71.95301257754176,-1.4783936736295677e-09,-1.0808577859599588e-10
-71.95226592522549,-1.478973551030771e-09,-1.0812575303947335e-10
-71.95151684923086,-1.4795556916344678e-09,-1.0816590133311006e-10
-71.95076535707723,-1.480140091148333e-09,-1.0820622304514054e-10
-71.95001145622162,-1.480726745341268e-09,-1.0824671775027114e-10
-71.94925515405957,-1.4813156500424586e-09,-1.0828738502957318e-10
-71.9484964579261,-1.4819068011404477e-09,-1.0832822447037815e-10
-71.94773537509657,-1.4825001945822349e-09,-1.0836923566617482e-10
-71.94697191278762,-1.4830958263723835e-09,-1.0841041821650862e-10
-71.94620607815797,-1.483693692572154e-09,-1.0845177172688242e-10
-71.94543787830933,-1.4842937892986505e-09,-1.0849329580865988e-10
-71.94466732028722,-1.4848961127239812e-09,-1.0853499007897031e-10
-71.94389441108179,-1.485500659074442e-09,-1.0857685416061519e-10
-71.94311915762857,-1.4861074246297072e-09,-1.0861888768197682e-10
-71.9423415668094,-1.4867164057220443e-09,-1.0866109027692867e-10
-71.94156164545308,-1.4873275987355359e-09,-1.0870346158474721e-10
-71.94077940033617,-1.487941000105322e-09,-1.0874600125002552e-10
-71.93999483818375,-1.4885566063168525e-09,-1.0878870892258899e-10
-71.93920796567018,-1.4891744139051603e-09,-1.0883158425741172e-10
-71.93841878941976,-1.489794419454138e-09,-1.0887462691453545e-10
-71.93762731600751,-1.4904166195958401e-09,-1.089178365589894e-10
-71.93683355195982,-1.4910410110097843e-09,-1.08961212860712e-10
-71.93603750375517,-1.4916675904222787e-09,-1.090047554944737e-10
-71.9352391778248,-1.4922963546057547e-09,-1.0904846413980181e-10
-71.93443858055333,-1.4929273003781108e-09,-1.0909233848090615e-10
-71.93363571827948,-1.4935604246020706e-09,-1.0913637820660652e-10
-71.93283059729663,-1.4941957241845564e-09,-1.0918058301026141e-10
-71.93202322385355,-1.4948331960760683e-09,-1.0922495258969791e-10
-71.93121360415493,-1.4954728372700739e-09,-1.0926948664714341e-10
-71.93040174436204,-1.4961146448024133e-09,-1.093141848891576e-10
-71.92958765059329,-1.4967586157507144e-09,-1.0935904702656693e-10
-71.92877132892485,-1.4974047472338144e-09,-1.0940407277439946e-10
-71.92795278539121,-1.4980530364111943e-09,-1.094492618518212e-10
-71.92713202598577,-1.4987034804824254e-09,-1.0949461398207367e-10
-71.92630905666137,-1.4993560766866207e-09,-1.095401288924124e-10
-71.92548388333084,-1.5000108223018993e-09,-1.0958580631404693e-10
-71.92465651186758,-1.5006677146448585e-09,-1.0963164598208145e-10
-71.92382694810607,-1.501326751070057e-09,-1.09677647635457e-10
-71.92299519784235,-1.5019879289695033e-09,-1.0972381101689436e-10
-71.9221612668346,-1.502651245772159e-09,-1.0977013587283813e-10
-71.92132516080363,-1.5033166989434409e-09,-1.0981662195340195e-10
-71.92048688543333,-1.5039842859847434e-09,-1.098632690123143e-10
-71.91964644637122,-1.5046540044329602e-09,-1.0991007680686598e-10
-71.9188038492289,-1.505325851860017e-09,-1.0995704509785781e-10
-71.91795909958255,-1.5059998258724122e-09,-1.1000417364954967e-10
-71.91711220297334,-1.5066759241107626e-09,-1.1005146222961035e-10
-71.91626316490797,-1.5073541442493625e-09,-1.1009891060906843e-10
-71.91541199085907,-1.5080344839957457e-09,-1.1014651856226379e-10
-71.91455868626561,-1.5087169410902532e-09,-1.1019428586680028e-10
-71.91370325653344,-1.5094015133056142e-09,-1.1024221230349899e-10
-71.91284570703563,-1.5100881984465266e-09,-1.1029029765635242e-10
-71.91198604311293,-1.5107769943492485e-09,-1.1033854171247944e-10
-71.91112427007418,-1.5114678988811984e-09,-1.103869442620813e-10
-71.91026039319674,-1.5121609099405576e-09,-1.1043550509839788e-10
-71.90939441772684,-1.5128560254558781e-09,-1.1048422401766528e-10
-71.90852634888006,-1.5135532433857034e-09,-1.1053310081907374e-10
-71.90765619184165,-1.5142525617181896e-09,-1.1058213530472657e-10
-71.90678395176697,-1.5149539784707324e-09,-1.1063132727959954e-10
-71.9059096337818,-1.515657491689602e-09,-1.1068067655150122e-10
-71.9050332429828,-1.5163630994495856e-09,-1.1073018293103368e-10
-71.9041547844378,-1.517070799853634e-09,-1.1077984623155443e-10
-71.9032742631862,-1.5177805910325098e-09,-1.1082966626913838e-10
-71.90239168423939,-1.5184924711444474e-09,-1.1087964286254077e-10
-71.90150705258095,-1.5192064383748112e-09,-1.109297758331608e-10
-71.90062037316713,-1.5199224909357691e-09,-1.1098006500500564e-10
-71.89973165092714,-1.5206406270659605e-09,-1.1103051020465533e-10
-71.89884089076348,-1.5213608450301776e-09,-1.1108111126122797e-10
-71.89794809755229,-1.5220831431190426e-09,-1.1113186800634574e-10
-71.89705327614367,-1.5228075196487023e-09,-1.1118278027410153e-10
-71.896156431362,-1.5235339729605147e-09,-1.112338479010257e-10
-71.89525756800626,-1.5242625014207483e-09,-1.1128507072605391e-10
-71.8943566908503,-1.5249931034202815e-09,-1.1133644859049532e-10
-71.89345380464326,-1.5257257773743133e-09,-1.1138798133800108e-10
-71.89254891410971,-1.5264605217220684e-09,-1.114396688145337e-10
-71.89164202395011,-1.527197334926515e-09,-1.114915108683368e-10
-71.89073313884099,-1.527936215474082e-09,-1.1154350734990504e-10
-71.88982226343526,-1.5286771618743848e-09,-1.1159565811195513e-10
-71.88890940236259,-1.5294201726599482e-09,-1.1164796300939687e-10
-71.88799456022953,-1.5301652463859412e-09,-1.1170042189930469e-10
-71.88707774161993,-1.530912381629911e-09,-1.1175303464089011e-10
-71.88615895109513,-1.5316615769915202e-09,-1.1180580109547386e-10
-71.88523819319424,-1.532412831092294e-09,-1.1185872112645904e-10
-71.88431547243447,-1.5331661425753633e-09,-1.1191179459930487e-10
-71.88339079331129,-1.5339215101052144e-09,-1.1196502138150007e-10
-71.88246416029878,-1.5346789323674454e-09,-1.1201840134253732e-10
-71.8815355778498,-1.5354384080685215e-09,-1.1207193435388813e-10
-71.88060505039631,-1.5361999359355375e-09,-1.121256202889777e-10
-71.8796725823496,-1.5369635147159806e-09,-1.1217945902316046e-10
-71.87873817810049,-1.537729143177499e-09,-1.1223345043369591e-10
-71.87780184201962,-1.538496820107671e-09,-1.1228759439972514e-10
-71.87686357845767,-1.5392665443137834e-09,-1.1234189080224701e-10
-71.8759233917456,-1.5400383146226049e-09,-1.1239633952409554e-10
-71.87498128619487,-1.5408121298801657e-09,-1.1245094044991697e-10
-71.87403726609763,-1.5415879889515436e-09,-1.125056934661476e-10
-71.87309133572703,-1.5423658907206518e-09,-1.1256059846099181e-10
-71.87214349933735,-1.5431458340900256e-09,-1.1261565532440046e-10
-71.87119376116432,-1.5439278179806158e-09,-1.1267086394804966e-10
-71.87024212542521,-1.5447118413315834e-09,-1.1272622422531959e-10
-71.86928859631912,-1.5454979031001007e-09,-1.127817360512741e-10
-71.86833317802719,-1.5462860022611468e-09,-1.1283739932264023e-10
-71.86737587471276,-1.5470761378073156e-09,-1.1289321393778841e-10
-71.86641669052163,-1.5478683087486226e-09,-1.1294917979671247e-10
-71.8654556295822,-1.5486625141123124e-09,-1.1300529680101035e-10
-71.86449269600571,-1.5494587529426675e-09,-1.1306156485386504e-10
-71.86352789388643,-1.5502570243008263e-09,-1.131179838600257e-10
-71.8625612273018,-1.5510573272645999e-09,-1.1317455372578898e-10
-71.8615927003127,-1.551859660928288e-09,-1.1323127435898097e-10
-71.86062231696357,-1.5526640244025036e-09,-1.1328814566893903e-10
-71.85965008128264,-1.5534704168139954e-09,-1.133451675664941e-10
-71.85867599728208,-1.554278837305474e-09,-1.1340233996395331e-10
-71.8577000689582,-1.5550892850354423e-09,-1.1345966277508249e-10
-71.85672230029158,-1.5559017591780235e-09,-1.135171359150895e-10
-71.85574269524732,-1.5567162589227958e-09,-1.1357475930060735e-10
-71.85476125777512,-1.5575327834746287e-09,-1.1363253284967774e-10
-71.85377799180958,-1.5583513320535204e-09,-1.1369045648173488e-10
-71.8527929012702,-1.5591719038944349e-09,-1.1374853011758947e-10
-71.85180599006169,-1.5599944982471454e-09,-1.1380675367941289e-10
-71.85081726207403,-1.5608191143760795e-09,-1.1386512709072164e-10
-71.84982672118271,-1.5616457515601637e-09,-1.1392365027636213e-10
-71.84883437124881,-1.5624744090926694e-09,-1.1398232316249542e-10
-71.84784021611925,-1.5633050862810676e-09,-1.1404114567658245e-10
-71.84684425962683,-1.5641377824468732e-09,-1.1410011774736934e-10
-71.84584650559049,-1.56497249692551e-09,-1.1415923930487295e-10
-71.84484695781538,-1.565809229066154e-09,-1.1421851028036655e-10
-71.84384562009306,-1.5666479782315975e-09,-1.1427793060636585e-10
-71.84284249620161,-1.5674887437981078e-09,-1.1433750021661487e-10
-71.8418375899058,-1.5683315251552893e-09,-1.1439721904607271e-10
-71.84083090495719,-1.5691763217059424e-09,-1.1445708703089979e-10
-71.83982244509436,-1.5700231328659329e-09,-1.1451710410844456e-10
-71.83881221404292,-1.570871958064052e-09,-1.1457727021723047e-10
-71.83780021551576,-1.5717227967418914e-09,-1.1463758529694305e-10
-71.83678645321311,-1.5725756483537075e-09,-1.1469804928841709e-10
-71.83577093082273,-1.5734305123662986e-09,-1.1475866213362412e-10
-71.83475365201998,-1.5742873882588695e-09,-1.1481942377566002e-10
-71.83373462046802,-1.5751462755229144e-09,-1.1488033415873281e-10
-71.83271383981784,-1.5760071736620858e-09,-1.149413932281505e-10
-71.8316913137085,-1.5768700821920781e-09,-1.1500260093030926e-10
-71.83066704576719,-1.577735000640503e-09,-1.1506395721268171e-10
-71.82964103960931,-1.5786019285467705e-09,-1.1512546202380522e-10
-71.82861329883872,-1.579470865461974e-09,-1.1518711531327066e-10
-71.82758382704769,-1.5803418109487693e-09,-1.1524891703171102e-10
-71.8265526278172,-1.581214764581262e-09,-1.1531086713079035e-10
-71.82551970471688,-1.5820897259448969e-09,-1.1537296556319253e-10
-71.82448506130528,-1.5829666946363396e-09,-1.1543521228261115e-10
-71.82344870112986,-1.5838456702633702e-09,-1.154976072437379e-10
-71.82241062772718,-1.5847266524447723e-09,-1.1556015040225272e-10
-71.82137084462298,-1.585609640810226e-09,-1.1562284171481313e-10
-71.82032935533228,-1.5864946350001988e-09,-1.1568568113904417e-10
-71.81928616335951,-1.5873816346658427e-09,-1.1574866863352784e-10
-71.81824127219862,-1.588270639468888e-09,-1.158118041577936e-10
-71.81719468533313,-1.5891616490815402e-09,-1.1587508767230819e-10
-71.8161464062363,-1.5900546631863801e-09,-1.1593851913846609e-10
