Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
10:90,4.341024697030947,3.099999999999824,9.006441138181817,1.1703518593632645,44,38.537209302311474,154.07508778141477,-36.36253654063512,144.32595387793688,-10.65857146736754,-47.55929798629978,-47.55929798629978,44,0,0
