SectionName,SectionIndex,gbar_na12,gbar_na16,gbar_na12mut,gbar_na16mut,gbar_Ih
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[109],223,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.04267000308746015
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[110],224,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.04267000308746015
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[111],225,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.034253066181152814
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[112],226,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.01895140065017477
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[113],227,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.0015211805663192537
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[114],228,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.0010082740112989299
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[115],229,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.0010320376415386772
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[116],230,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.001054703915004878
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[117],231,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.0011509844044406614
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[118],232,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.0014982429741489578
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[119],233,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.0015489354001996353
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[120],234,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.0014977344802082598
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[121],235,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.0014088599469076017
cADpyr232_L5_TTPC1_0fb1ca4724[0].apic[122],236,0.0015004000000000003,0.0,0.0015004000000000003,0.0,0.0012047225449180173
cADpyr232_L5_TTPC1_0fb1ca4724[0].axon[0],237,0.0,0.084423339,0.0,0.084423339,N/A
cADpyr232_L5_TTPC1_0fb1ca4724[0].axon[1],238,0.0,0.084423339,0.0,0.084423339,N/A
