IV_peak,4650.751033600001,weight,1000.0
v_half_act,0.09570392753743324,weight,1.0
gv_slope,2.36761084127319,weight,[1.0, 1.0]
v_half_ssi,183.49442148843613,weight,1000.0
ssi_slope,0.0018107382290001338,weight,1.0
tau0,0.013433973542098208,weight,1.0
ramp,34.29464310801152,weight,1000.0
persistent,4.167627228217044e-08,weight,1.0
time_to_peak,0.09062500000000012,weight,1.0
peak_amp,800.313577214488,weight,1000.0
bottom_inact,2.286844916144763e-06,weight,1.0
ramp_ivec,2.109481172840788,weight,1.0
