IV_peak,0.24009999999999979,weight,1.0
v_half_act,5.868676959859367,weight,1.0
gv_slope,0.24815823956749308,weight,[1.0, 1.0]
v_half_ssi,0.042832378133253475,weight,1.0
ssi_slope,0.07444668761533155,weight,1000.0
tau0,0.03793538506396858,weight,1.0
ramp,61.56848801119223,weight,1000.0
persistent,4.8366106865061394e-08,weight,1.0
time_to_peak,0.2768749999999996,weight,1.0
peak_amp,2.1937760729584532,weight,1.0
bottom_inact,5.856775799622953e-06,weight,1.0
ramp_ivec,7.400116921760373,weight,1000.0
