Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
na12annaTFHH2,30.357675334676095,0.39999999999997726,29.510624395846083,1.106444742518784,8,61.957142857151474,317.369042382434,-35.58147876692693,507.0915715596472,7.222790685630215,-54.539101764787866,8,0,0
