Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
40:60,4.149221833823425,0.39999999999997726,7.672179683993269,1.2127655932793444,39,43.96315789472046,188.3195459174498,-30.120431051304827,188.3195459174498,-30.120431051304827,-46.19185237004282,39,0,0
