IV_peak,0.006400000000000012,weight,1.0
v_half_act,0.14747083590159404,weight,1.0
gv_slope,0.06036609609125531,weight,[1.0, 1.0]
v_half_ssi,0.4561705624695011,weight,1.0
ssi_slope,0.183265662360282,weight,1.0
tau0,0.1780710215713761,weight,100.0
ramp,0.22610038536902094,weight,100.0
persistent,9.228415471386775e-07,weight,1.0
time_to_peak,0.7781250000000005,weight,1.0
peak_amp,0.02922993497305895,weight,1.0
bottom_inact,3.7537220476844217e-07,weight,1.0
ramp_ivec,0.5601351492263944,weight,1.0
