Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
90:10,9.894001302964922,4.600000000001046,9.565691619240598,1.3024045311653112,11,117.0099999999331,185.9944734679832,-29.725475170040756,158.97497960281913,-3.9694009356897157,-41.876754500524164,-41.876754500524164,11,0,0
