IV_peak,0.00490000000000004,weight,1.0
v_half_act,1.5466544786562102,weight,1.0
gv_slope,16.933260125257984,weight,[1000.0, 1000.0]
v_half_ssi,1.6637241086805112,weight,1.0
ssi_slope,0.0010496705916394377,weight,1.0
tau0,74.39110944190179,weight,1000.0
ramp,0.00033071623858641337,weight,1.0
persistent,4.6544534427184425e-08,weight,1.0
time_to_peak,1331.2500000000002,weight,1000.0
peak_amp,0.09205547489561679,weight,1.0
bottom_inact,2.3958406393213945e-08,weight,1.0
ramp_ivec,42.644322247754516,weight,1000.0
