Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,Peak2_shoulder,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
50:50,1.9882591192524266,2.799999999999841,4.776038978085128,1.3291657131656511,32,52.458064516110106,173.83547808215383,-31.040445672028163,173.7617903272735,-31.028349161174162,-44.77453976558683,116.06351495487121,-44.77453976558683,32,0,0
