Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,Peak2_shoulder,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
40:60,1.3799926278231651,2.6999999999998465,4.589816762878676,1.3015673182661895,36,47.19142857141123,168.0081663188254,-32.55509187915833,166.94135818963005,-32.018824733942274,-45.775791797203254,152.29167210046305,-45.775791797203254,36,0,0
