Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Peak2 Shoulder Before,dvdt Peak2 Shoulder Before Voltage,dvdt Peak2 Shoulder After,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut11_1,30.36656922056185,0.0,31.358379419238307,2.29268084828287,10,52.933333333341174,477.5640563030327,6.8312308973379,475.7349710534028,6.983976140075969,-47.45852218597169,292.571980606899,-24.406392843127037,53.79383647332574,-47.45852218597169,10,0,0
