Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Peak2 Shoulder Before,dvdt Peak2 Shoulder Before Voltage,dvdt Peak2 Shoulder After,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut3_4,28.24237007321531,0.0,37.185443569194724,0.8048331573516553,7,79.1000000000111,587.4852281316423,10.229032306851254,234.34134948182822,-19.137955225179958,-54.640610337661116,232.87034094471366,-20.308359826146333,234.21646217997605,-54.640610337661116,19,0,0
