Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Peak2 Shoulder Before,dvdt Peak2 Shoulder Before Voltage,dvdt Peak2 Shoulder After,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
./Plots/12HH16HH//23-PaperPlots/4-SynthMuts_efel_052825/mut12_4,31.720668786444442,0.0,33.38623240064167,0.992511530994445,10,52.30000000000769,495.6456935463073,7.680469573719945,493.5890053089509,7.896590327974025,-47.55458150221936,302.85824794070174,-24.800328918653527,491.62323550727507,-47.55458150221936,10,0,0
