Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Peak2 Shoulder,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
./Plots/12HH16HH/10-KevinRtR_chandensities/11-ShiftAIS/33-rerunHigherPeak2/left1/left1_0:100,37.64276845014329,2.2999999999998693,38.587596617012686,0.6631233786891699,13,137.9333333332835,850.5421410286134,10.153200033433615,842.3418436199572,7.941989881445791,-51.824345034501434,67.83713976344589,-51.824345034501434,56,0,0
