Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
na12annaTFHH2,43.50942184254759,0.4999999999999716,44.27618358574745,1.0898464694152343,7,76.96666666667778,455.8960460608851,-35.65427373572303,811.4671526981494,18.891077351427032,-54.53619596719234,7,0,0
