Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
na12annaTFHH2,40.32806112503128,0.4999999999999716,39.18765097055148,1.029521791884738,8,63.714285714294725,292.3258520555379,-36.76557616888914,741.2186822105095,16.56647066899539,-54.53468132666666,8,0,0
