Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,ais spikecount,nex spikecount,disdend spikecount
na12annaTFHH2,42.31985908155754,0.4999999999999716,43.33191775876258,1.0485221031286565,8,68.57142857143869,402.6831795092093,-34.582994072230804,798.8191295899874,16.09927722345174,-54.55164696798699,8,0,0
