IV_peak,0.8999999999999883,weight,1000.0
v_half_act,9.167217641804347,weight,1000.0
gv_slope,12.101317690664047,weight,[1000.0, 1000.0]
v_half_ssi,0.10550116531037515,weight,1000.0
ssi_slope,7.652030672792398,weight,1.0
tau0,1.2855677678395904e-05,weight,1.0
ramp,0.000471455591822173,weight,1.0
persistent,1.8398052709296436e-06,weight,1.0
time_to_peak,0.011875000000000026,weight,1.0
peak_amp,0.2859396532278577,weight,1.0
bottom_inact,2.4010586832431453e-05,weight,1.0
ramp_ivec,13.804883410352954,weight,1.0
