Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
90:10,9.894001302964922,4.600000000001046,9.565691619240598,1.3024045311653112,11,117.0099999999331,185.9944734679832,-29.72547517004076,158.97497960281913,-3.969400935689716,-41.87675450052416,-41.87675450052416,11,0,0
80:20,6.269065182531838,3.700000000000841,5.86896360425428,1.4405885274707089,13,99.99166666661192,177.81955757422557,-30.124276264952364,131.68658118610398,-6.491379172830037,-42.01463182392974,-42.01463182392974,13,0,0
70:30,3.236802608865683,3.3000000000007503,1.781148829535999,1.5403783714015913,16,84.13999999995836,170.6105219785396,-30.69971985405224,111.56403462241346,-9.034535013724833,-42.43938829952811,-42.43938829952811,16,0,0
60:40,0.7208121041678199,2.999999999999829,-0.0535754833376184,1.566270666034449,21,79.8949999999711,164.6673021110132,-31.510131248706895,96.86010586203828,-31.656095154522696,-43.212614705581984,-43.212614705581984,21,0,0
50:50,-0.8819336125700196,2.799999999999841,1.36770402844769,1.4559633040386744,27,63.4269230768995,157.81154128781552,-32.19116784841849,92.3631441812768,-32.3624201689776,-43.92202694888702,-43.92202694888702,27,0,0
40:60,-1.4183312733147495,2.799999999999841,2.0507078624296398,1.3900961688735989,31,54.96333333331304,149.04748856322456,-32.581285649616056,98.82106801261249,-32.901315243595235,-44.60316374571447,-44.60316374571447,31,0,0
30:70,-1.4558086716900385,2.799999999999841,2.726932365009746,1.3315028643624522,35,49.08529411762871,136.70974683308543,-33.60413314075978,100.62519639336377,-15.354391847951192,-45.16255356918222,-45.16255356918222,35,0,0
20:80,-1.0086632526298187,3.099999999999824,4.899988407745309,1.2432984953037978,38,44.40810810809193,119.14411659128277,-34.98728191631344,103.3430617494016,-14.488581963795475,-45.585622251725496,-45.585622251725496,38,0,0
10:90,-1.185828850725804,3.9999999999997726,7.655923702005809,1.1394325217893295,43,39.29047619046182,96.15877858688152,-37.271891560882594,100.49272109942288,-14.135301257949076,-45.76435953376273,-45.76435953376273,43,0,0
0:100,-2.9842028960637066,4.999999999999716,9.797154399488722,0.7623233785491439,33,49.881249999982714,81.15731092718619,-39.63246137237354,119.50098533900596,-15.86006564108773,-46.52761998784159,-46.52761998784159,53,0,0
