Type,AP_height,AP_width,AP1_peak,AP1_width,Spikecount,ISI mean,dvdt Peak1 Height,dvdt Peak1 Voltage,dvdt Peak2 Height,dvdt Peak2 Voltage,dvdt Threshold,dvdt Peak2 Shoulder,dvdt Threshold_DEBUG,ais spikecount,nex spikecount,disdend spikecount
./Plots/12HH16HH/10-KevinRtR_chandensities/11-ShiftAIS/33-rerunHigherPeak2/WT/WT_30:70,32.3192367259388,3.199999999999818,34.390519432839,1.0300682908489327,35,48.63823529410003,601.6899854788949,8.666280364728276,599.4047537821759,5.988077853865127,-50.501721161762156,50.44520971345534,-50.501721161762156,35,0,0
